,acchr,dayofweek,accmon,accday,num
6414,13,5,4,21,1
6421,20,5,5,5,1
6425,17,1,5,22,1
6428,12,1,5,22,1
6429,22,4,6,29,1
6437,20,5,7,28,1
6438,5,2,8,8,1
6441,14,3,8,23,1
6442,21,5,8,4,1
6456,10,7,10,8,1
6460,16,6,10,7,1
6461,6,2,11,7,1
6476,19,3,7,12,1
6479,20,6,3,18,1
6482,11,6,4,29,1
6483,7,6,1,21,1
6486,12,2,5,9,1
6487,15,3,5,10,1
6488,14,2,5,16,1
6489,0,6,5,20,1
6490,1,1,5,22,1
6492,14,2,8,1,1
6493,18,2,8,15,1
6494,12,5,9,1,1
6496,7,3,9,13,1
6497,12,3,11,1,1
6499,19,2,10,3,1
6500,1,7,12,10,1
6503,7,6,9,30,1
6521,11,4,3,2,1
6525,17,1,1,2,1
6546,6,5,8,4,1
6571,19,6,1,28,1
6573,13,1,2,13,1
6577,17,7,3,12,1
6583,5,4,3,9,1
6585,0,2,4,25,1
6587,19,6,4,29,1
6592,10,7,5,7,1
6597,19,2,5,16,1
6603,4,5,6,9,1
6608,20,6,6,24,1
6611,17,4,6,8,1
6613,17,6,7,29,1
6625,20,6,8,19,1
6629,21,7,9,10,1
6633,8,6,9,23,1
6635,19,1,10,2,1
6637,21,5,10,13,1
6639,9,7,9,24,1
6641,1,4,10,12,1
6643,6,5,10,20,1
6645,12,7,11,5,1
6647,23,7,9,24,1
6648,7,1,8,28,1
6650,7,2,12,5,1
6651,0,7,10,29,1
6667,8,3,2,8,1
6668,19,5,2,10,1
6671,16,2,3,21,1
6675,23,6,5,20,1
6677,15,7,5,28,1
6678,8,2,5,30,1
6683,19,5,6,16,1
6684,8,6,6,24,1
6689,22,4,8,17,1
6690,2,2,8,8,1
6692,4,3,9,20,1
6695,21,6,10,14,1
6697,23,4,10,5,1
6698,15,1,11,13,1
6699,9,3,11,22,1
6700,10,1,11,27,1
6707,12,7,4,9,1
6713,15,2,7,18,1
6714,6,1,7,10,1
6716,15,6,8,12,1
6720,6,2,10,24,1
6721,18,6,11,4,1
6722,18,2,12,19,1
6728,8,5,4,7,1
6733,14,7,5,28,1
6741,11,4,6,15,1
6748,21,5,3,17,1
6751,15,7,4,9,1
6759,8,5,6,30,1
6762,23,6,7,22,1
6765,14,7,8,20,1
6767,19,4,8,10,1
6775,9,6,9,30,1
6776,15,5,9,8,1
6778,8,6,9,16,1
6780,14,2,10,3,1
6791,7,1,1,16,1
6794,6,1,1,9,1
6800,9,6,2,11,1
6817,1,1,4,17,1
6823,8,4,7,20,1
6826,10,1,7,10,1
6837,17,6,9,2,1
6839,11,7,8,27,1
6846,6,7,11,5,1
6858,11,7,1,15,1
6859,7,5,1,20,1
6863,21,5,3,10,1
6868,10,1,4,24,1
6869,17,2,4,18,1
6875,5,4,5,25,1
6887,6,5,9,29,1
6888,12,7,10,1,1
6891,18,7,9,24,1
6907,11,6,1,7,1
6909,9,3,1,18,1
6912,17,7,1,29,1
6915,12,2,2,14,1
6918,4,6,2,25,1
6921,0,4,3,23,1
6924,6,3,4,12,1
6925,15,3,4,26,1
6927,8,2,5,9,1
6933,13,2,6,27,1
6934,14,7,1,1,1
6936,15,3,7,5,1
6939,14,3,8,2,1
6940,14,3,8,2,1
6941,15,3,8,2,1
6942,12,7,8,6,1
6943,5,1,8,21,1
6945,14,2,9,5,1
6949,13,4,11,30,1
6952,5,2,12,12,1
6955,14,5,12,29,1
6956,9,2,6,13,1
